Date/Time (UTC), Ultra-smoothed Differences
2017-02-24 07:57:00.30,0.17382
2017-02-24 07:57:14.96,0.19008
2017-02-24 07:57:29.63,0.20414
2017-02-24 07:57:44.29,0.20675
2017-02-24 07:57:58.95,0.2082
2017-02-24 07:58:13.62,0.20671
2017-02-24 07:58:28.28,0.20523
2017-02-24 07:58:42.96,0.20449
2017-02-24 07:58:57.63,0.20035
2017-02-24 07:59:12.27,0.19164
2017-02-24 07:59:26.95,0.17555
2017-02-24 07:59:41.62,0.15789
2017-02-24 07:59:56.27,0.11546
2017-02-24 08:00:10.95,0.077069
2017-02-24 08:00:25.61,0.040542
2017-02-24 08:00:40.26,0.01343
2017-02-24 08:00:54.94,-0.010117
2017-02-24 08:01:09.60,-0.033321
2017-02-24 08:01:24.27,-0.049258
2017-02-24 08:01:38.95,-0.045351
2017-02-24 08:01:53.59,-0.032307
2017-02-24 08:02:08.26,-0.016016
2017-02-24 08:02:22.94,0.0032081
2017-02-24 08:02:37.59,0.022419
2017-02-24 08:02:52.25,0.041993
2017-02-24 08:03:06.91,0.063794
2017-02-24 08:03:21.58,0.088362
2017-02-24 08:03:36.24,0.11399
2017-02-24 08:03:50.91,0.15138
2017-02-24 08:04:05.57,0.17138
2017-02-24 08:04:20.23,0.19224
2017-02-24 08:04:34.90,0.20582
2017-02-24 08:04:49.56,0.22165
2017-02-24 08:05:04.23,0.23915
2017-02-24 08:05:18.89,0.24392
2017-02-24 08:05:33.56,0.24024
2017-02-24 08:05:48.22,0.22559
2017-02-24 08:06:02.90,0.22051
2017-02-24 08:06:17.55,0.20942
2017-02-24 08:06:32.21,0.19832
2017-02-24 08:06:46.89,0.2011
2017-02-24 08:07:01.55,0.20501
2017-02-24 08:07:16.20,0.20337
2017-02-24 08:07:30.88,0.19844
2017-02-24 08:07:45.55,0.19141
2017-02-24 08:08:00.23,0.19114
2017-02-24 08:08:14.87,0.18774
2017-02-24 08:08:29.54,0.18645
2017-02-24 08:08:44.22,0.1902
2017-02-24 08:08:58.88,0.18953
2017-02-24 08:09:13.53,0.19343
2017-02-24 08:09:28.21,0.1896
2017-02-24 08:09:42.87,0.18952
2017-02-24 08:09:57.52,0.16956
2017-02-24 08:10:12.20,0.15265
2017-02-24 08:10:26.85,0.13406
2017-02-24 08:10:41.52,0.1039
2017-02-24 08:10:56.19,0.072925
2017-02-24 08:11:10.84,0.053164
2017-02-24 08:11:25.51,0.038202
2017-02-24 08:11:40.17,0.031492
2017-02-24 08:11:54.84,0.026954
2017-02-24 08:12:09.50,0.02336
2017-02-24 08:12:24.16,0.019219
2017-02-24 08:12:38.83,-0.0034766
2017-02-24 08:12:53.49,-0.023789
2017-02-24 08:13:08.17,-0.038555
2017-02-24 08:13:22.82,-0.038867
2017-02-24 08:13:37.48,-0.038789
2017-02-24 08:13:52.16,-0.030352
2017-02-24 08:14:06.83,-0.022344
2017-02-24 08:14:21.49,-0.010977
2017-02-24 08:14:36.16,-0.0017194
2017-02-24 08:14:50.82,0.0048822
2017-02-24 08:15:05.48,0.002735
2017-02-24 08:15:20.16,-0.0015625
2017-02-24 08:15:34.81,-0.011484
